Label,Audio_Name,Mean,Median,Std_Deviation,Zero_Crossing_Rate,Energy,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Chroma,MFCCs
disgust,YAF_gin_disgust,-2.33E-05,-0.00068271,0.028574485,0.192847842,0.022545164,2974.673062,1981.869882,4719.667969,0.33822587,-27.559204
disgust,YAF_door_disgust,-2.08E-05,-0.000161158,0.037627064,0.156360554,0.027356356,2660.110579,1998.756066,4381.803693,0.34267592,-28.076328
disgust,YAF_dead_disgust,-1.97E-05,-0.000120448,0.030509701,0.165531994,0.023985866,2813.940763,2068.467772,4718.129883,0.33927095,-28.233599
disgust,YAF_have_disgust,-2.14E-05,-0.000289225,0.031997424,0.197110066,0.024709027,2961.100898,2017.111171,4695.858035,0.34315807,-28.078829
disgust,YAF_chat_disgust,-2.12E-05,-0.000134505,0.023118148,0.245690387,0.01824042,3481.690231,2002.751365,5329.186906,0.38975707,-30.681814
disgust,YAF_death_disgust,-2.17E-05,-7.37E-05,0.031836387,0.204981311,0.022148598,3321.750263,2287.618617,5596.869317,0.3918557,-30.985748
disgust,YAF_book_disgust,-1.57E-05,-7.67E-05,0.043407157,0.175322266,0.030746274,2933.450731,2142.302307,4924.105225,0.3475405,-28.344868
disgust,YAF_dog_disgust,-1.96E-05,-0.000170816,0.025005748,0.149379494,0.019400522,2646.108616,2024.455311,4509.395741,0.31967407,-30.87617
disgust,YAF_calm_disgust,-1.78E-05,-0.000222669,0.032629132,0.172407227,0.025386637,2631.633387,2035.600826,4537.799561,0.36149138,-27.415346
disgust,YAF_bean_disgust,-1.88E-05,-0.000774059,0.024858218,0.165566801,0.019995872,2687.627623,2063.647548,4395.166016,0.29358718,-29.075964
disgust,YAF_came_disgust,-2.18E-05,-0.0003819,0.0200505,0.163409979,0.015755247,2870.543324,2136.331326,4938.542259,0.32042417,-29.122618
disgust,YAF_cause_disgust,-2.02E-05,-0.000122714,0.024078516,0.221965208,0.017518092,3372.443577,2145.188507,5511.678819,0.4011577,-29.516466
disgust,YAF_far_disgust,-2.16E-05,-0.000213216,0.035014316,0.207058377,0.026787102,2829.08754,1967.283313,4326.279704,0.34329242,-28.702984
disgust,YAF_cab_disgust,-2.11E-05,-0.000286455,0.023088686,0.172494071,0.017544439,2861.365013,2018.782402,4774.987793,0.38362348,-28.883795
disgust,YAF_bone_disgust,-2.22E-05,-0.00021186,0.023946479,0.153613281,0.018836137,2541.567856,1899.215834,4195.255238,0.35645774,-29.380114
disgust,YAF_hate_disgust,-1.95E-05,-0.000203609,0.027573854,0.19812128,0.020266792,3128.688052,2113.666962,5040.922852,0.38515294,-28.75386
disgust,YAF_check_disgust,-2.04E-05,-0.000123937,0.017926637,0.225444044,0.013878545,3269.874684,2049.560814,5193.09082,0.3698869,-31.017017
disgust,YAF_get_disgust,-2.03E-05,-9.72E-05,0.02663372,0.206496666,0.019305052,3244.369403,2076.916692,5111.908169,0.3949694,-30.426123
disgust,YAF_dime_disgust,-2.07E-05,-0.000150189,0.031832118,0.169520787,0.023722464,2856.881983,2017.89128,4736.727905,0.35449368,-29.121027
disgust,YAF_food_disgust,-2.16E-05,-0.0002703,0.022346178,0.192021123,0.016918924,2853.246547,2136.596657,4725.441488,0.3314654,-30.610945
disgust,YAF_fit_disgust,-2.23E-05,-0.000166433,0.022036158,0.22512429,0.016316913,3245.5913,2165.915867,5274.753862,0.38756597,-29.691164
disgust,YAF_bar_disgust,-2.05E-05,-0.000224164,0.03159989,0.1537293,0.024142431,2576.489,1990.474159,4222.072191,0.3497613,-27.78959
disgust,YAF_good_disgust,-2.06E-05,-0.00014006,0.027310226,0.157830004,0.021822603,2871.825258,2123.757854,5010.22788,0.32907167,-30.047153
disgust,YAF_gaze_disgust,-2.17E-05,-0.000165043,0.029723948,0.21610253,0.022418767,3482.721695,2266.092618,5687.531358,0.35889527,-29.708757
disgust,YAF_hash_disgust,-2.20E-05,-0.000425378,0.04149246,0.208045015,0.03183354,3047.973728,1964.315196,4608.413086,0.35874996,-28.277191
disgust,YAF_fall_disgust,-1.59E-05,-0.000187635,0.036730483,0.205516209,0.027686303,2876.286786,1995.888783,4535.556686,0.35808268,-28.12924
disgust,YAF_five_disgust,-2.16E-05,-0.000332298,0.027787142,0.216051136,0.020339074,3059.398706,2069.702515,5013.3212,0.39273983,-29.318848
disgust,YAF_date_disgust,-2.09E-05,-0.000153851,0.020654276,0.195227169,0.016031154,3195.076557,2092.168251,5185.738869,0.3547379,-30.90718
disgust,YAF_goal_disgust,-8.53E-06,-0.00014821,0.03677802,0.144711393,0.028960612,2564.58363,1960.105206,4144.828011,0.30928075,-29.050537
disgust,YAF_gas_disgust,-2.14E-05,-0.000136153,0.025750298,0.248870332,0.0200385,3595.228265,2052.915069,5493.065372,0.36917356,-30.0764
disgust,YAF_bought_disgust,-2.15E-05,-0.000107172,0.035510626,0.20739028,0.026146168,3089.583954,2087.305161,4914.531394,0.365642,-29.316427
disgust,YAF_fat_disgust,-1.78E-05,-0.000107188,0.046484835,0.204778388,0.03417759,3031.69509,2098.76968,4919.270914,0.36074153,-27.183287
disgust,YAF_cool_disgust,-4.07E-06,-0.000296008,0.024671964,0.145114475,0.019551875,2522.832681,2020.194887,4352.398682,0.35343844,-28.156115
disgust,YAF_gun_disgust,-2.18E-05,-0.000174109,0.024124902,0.157411446,0.019411586,2802.026546,2153.141944,5019.954111,0.34140807,-30.137205
disgust,YAF_chair_disgust,-2.35E-05,-0.000231968,0.029563071,0.195828162,0.024155743,2892.052441,1919.606573,4462.404169,0.34866363,-28.396885
disgust,YAF_doll_disgust,-1.75E-05,-0.000132912,0.023298077,0.132658086,0.018116178,2561.697215,2085.699922,4245.629883,0.36248565,-30.939888
disgust,YAF_chalk_disgust,-2.37E-05,-0.000250739,0.028413476,0.209692603,0.021835927,3144.849705,2012.440512,4916.360061,0.37545702,-26.611143
disgust,YAF_shirt_disgust,-2.44E-05,-0.000159246,0.024608515,0.208623471,0.018998794,3110.295989,1932.964873,4741.236838,0.36701763,-30.955524
disgust,YAF_such_disgust,-2.46E-05,-9.79E-05,0.025663853,0.276205842,0.019218056,3706.181758,2045.454122,5553.132218,0.33931848,-31.272541
disgust,YAF_thin_disgust,-2.18E-05,-0.000348053,0.025025282,0.177187858,0.020082489,2830.185506,2094.460392,4778.494347,0.3450775,-28.29721
disgust,YAF_soup_disgust,-1.88E-05,-0.000395212,0.023178546,0.216164982,0.018712671,3054.020971,2011.31777,4782.271082,0.39110023,-28.567522
disgust,YAF_road_disgust,-2.26E-05,-0.000504866,0.021764295,0.147644043,0.017848518,2436.494952,1892.990786,3916.765418,0.308041,-29.30741
disgust,YAF_raise_disgust,-1.65E-05,-0.000405042,0.027519446,0.224373801,0.02161394,3218.363152,2002.410225,4855.926192,0.32393774,-30.184711
disgust,YAF_sub_disgust,-1.89E-05,-0.000617801,0.026192255,0.240889938,0.021420725,3334.293368,1949.058396,4924.922689,0.29878438,-28.16018
disgust,YAF_size_disgust,-1.49E-05,-0.000960555,0.025314318,0.270159647,0.02016877,3779.55925,2106.512927,5624.847147,0.3584583,-27.87265
disgust,YAF_jug_disgust,-2.03E-05,-0.000174258,0.028020212,0.182185582,0.021696525,2986.368797,2047.400759,4932.833862,0.3490553,-28.481602
disgust,YAF_keen_disgust,-2.07E-05,-0.000235887,0.036478445,0.157098788,0.026978683,2726.06366,2106.418222,4519.25585,0.3229255,-29.880291
disgust,YAF_puff_disgust,-1.17E-05,-0.000159508,0.033865083,0.200006449,0.024679933,3098.704054,2178.729862,5191.939674,0.39921173,-29.47718
disgust,YAF_wag_disgust,-1.91E-05,-0.000536667,0.026743969,0.144416878,0.021223573,2571.23568,2048.860169,4192.766839,0.32121143,-27.34342
disgust,YAF_hit_disgust,-2.04E-05,-0.000285721,0.026631396,0.194124042,0.0204173,3063.223186,2093.40998,4965.130039,0.3803938,-28.053043
disgust,YAF_note_disgust,-2.53E-05,-0.000188274,0.021242632,0.167353877,0.016960695,2668.378633,1939.373411,4116.530355,0.33903417,-30.252237
disgust,YAF_hurl_disgust,-2.17E-05,-0.000318648,0.036084708,0.165801379,0.029864319,2507.75421,1819.875599,3799.401855,0.3330718,-27.414669
disgust,YAF_lot_disgust,-2.40E-05,-0.000245862,0.038635295,0.178012741,0.02927075,2770.11116,1932.623061,4293.559707,0.36028013,-27.4647
disgust,YAF_reach_disgust,-2.33E-05,-0.000345531,0.025724603,0.194326895,0.020228548,3032.593363,1972.584878,4670.711263,0.3349176,-30.775597
disgust,YAF_rat_disgust,-1.79E-05,-0.000165574,0.02407388,0.181588772,0.017703671,2779.46612,1976.948396,4378.957887,0.3788886,-30.139582
disgust,YAF_sour_disgust,-2.29E-05,-0.000437763,0.02445235,0.227355435,0.019810066,3087.3909,1847.452004,4496.574519,0.3413015,-30.053963
disgust,YAF_raid_disgust,-2.09E-05,-0.000552413,0.032053217,0.156588718,0.025376003,2697.326381,2043.126958,4448.255384,0.29819816,-28.33738
disgust,YAF_when_disgust,-2.14E-05,-0.000711138,0.020480733,0.136190518,0.01719107,2280.199886,1912.759756,3754.313965,0.3031113,-28.937424
disgust,YAF_should_disgust,-2.22E-05,-0.000215182,0.024921643,0.220511151,0.01951814,3285.404951,2026.928411,5180.023663,0.3231617,-29.879366
disgust,YAF_kick_disgust,-2.07E-05,-6.25E-05,0.020060604,0.21485606,0.014642996,3331.382258,2216.050264,5438.943302,0.3568284,-30.193678
disgust,YAF_page_disgust,-2.29E-05,-0.00036813,0.030551638,0.204619057,0.022762273,3222.017859,2115.285023,5158.950571,0.3407502,-28.612661
disgust,YAF_mill_disgust,-2.27E-05,-0.001757763,0.038767252,0.136145959,0.029476684,2336.191042,1923.169965,3793.570651,0.31429362,-27.054665
disgust,YAF_kill_disgust,-2.13E-05,-0.000317636,0.025257276,0.186129229,0.020139482,2901.606703,1958.323367,4516.046087,0.35727733,-28.369034
disgust,YAF_knock_disgust,-2.29E-05,-0.000172009,0.036248878,0.165366164,0.02674328,2685.687174,1999.323105,4518.418632,0.35345796,-28.414106
disgust,YAF_hush_disgust,-2.30E-05,-0.000356292,0.032881204,0.217280416,0.025408356,3181.162152,1969.982219,4865.040485,0.31763595,-27.28363
disgust,YAF_shack_disgust,-2.07E-05,-0.00019165,0.026855748,0.231689453,0.02117077,3332.226909,1980.818011,5098.08197,0.4077242,-28.844898
disgust,YAF_voice_disgust,-1.91E-05,-0.000414856,0.024320897,0.25008764,0.01898912,3542.33473,2084.960718,5331.124174,0.3034645,-29.615656
disgust,YAF_late_disgust,-2.06E-05,-0.000260009,0.024709871,0.182874645,0.018771173,3047.108405,2112.541637,5043.761319,0.31492978,-31.382584
disgust,YAF_vote_disgust,-2.37E-05,-0.000167545,0.025192956,0.201488095,0.0189503,3033.568699,1989.571118,4669.013672,0.32615152,-30.329681
disgust,YAF_seize_disgust,-2.39E-05,-0.000270185,0.019702895,0.24678052,0.014729698,3518.954666,2214.76596,5515.738734,0.33554587,-31.49445
disgust,YAF_pearl_disgust,-1.73E-05,-0.000267545,0.026104074,0.143445166,0.02119937,2364.857433,1899.554574,3766.599965,0.36928,-26.808409
disgust,YAF_mouse_disgust,-6.99E-06,-0.000680036,0.026033984,0.226459704,0.020184012,3176.076521,1934.378116,4725.121428,0.34924778,-29.025198
disgust,YAF_thumb_disgust,-2.48E-05,-0.000258013,0.02222353,0.187172899,0.017014502,2873.037123,2079.932881,4708.977027,0.31275332,-29.928022
disgust,YAF_judge_disgust,-2.14E-05,-0.000160141,0.027806679,0.199504984,0.021908162,3135.254945,1996.331138,4863.626625,0.34520707,-29.675207
disgust,YAF_ton_disgust,-1.87E-05,-0.000427693,0.020144735,0.168825733,0.016530594,2782.94392,2013.249488,4503.625488,0.36514384,-27.91827
disgust,YAF_long_disgust,-2.00E-05,-0.000420662,0.028805384,0.121666371,0.023179077,2202.657715,1940.239798,3698.621271,0.30883154,-28.229029
disgust,YAF_loaf_disgust,-2.01E-05,-0.000243188,0.035472453,0.188578869,0.02645655,2923.226816,2096.215087,4900.341797,0.32435814,-28.724344
disgust,YAF_tape_disgust,-1.35E-05,-0.000186307,0.026001396,0.171251569,0.01910271,2778.49927,2140.735539,4582.63092,0.3983459,-27.012169
disgust,YAF_life_disgust,-2.22E-05,-0.00036195,0.025117422,0.20320638,0.018994736,3118.047857,2190.844886,5098.552503,0.38338473,-30.18507
disgust,YAF_sheep_disgust,-2.31E-05,-0.000400012,0.02341544,0.199573396,0.019143175,3098.92272,1995.065687,4833.750771,0.3570655,-29.22278
disgust,YAF_team_disgust,-1.97E-05,-0.000465072,0.02317908,0.177272972,0.01955735,2960.600211,2044.813107,4786.692768,0.30901137,-29.786266
disgust,YAF_pole_disgust,-1.24E-05,-0.000292481,0.021846414,0.137291541,0.01807245,2269.23642,1909.859447,3832.599581,0.36670494,-28.661228
disgust,YAF_perch_disgust,-1.82E-05,-0.000178708,0.028082816,0.165025746,0.021155093,2681.941607,1991.46386,4303.606401,0.40021095,-27.33146
disgust,YAF_time_disgust,-2.36E-05,-0.000188935,0.023269635,0.170181412,0.017984467,2859.536431,2056.720484,4696.178209,0.3421266,-29.322226
disgust,YAF_shall_disgust,-1.98E-05,-0.000526677,0.026336731,0.190848214,0.02144143,2838.125185,1855.227163,4338.844299,0.3823372,-27.32162
disgust,YAF_sail_disgust,-2.59E-05,-0.000451358,0.01865227,0.196919389,0.015275585,2950.877172,2055.455786,4648.431286,0.33250022,-28.499262
disgust,YAF_vine_disgust,-2.88E-06,-0.000509468,0.028589096,0.176178264,0.02316274,2811.418122,2059.085271,4530.223697,0.29824173,-27.70722
disgust,YAF_shout_disgust,-2.14E-05,-0.000547436,0.027841456,0.243770992,0.022759343,3417.343667,1938.566857,5098.036151,0.37065363,-27.84619
disgust,YAF_lid_disgust,-2.09E-05,-0.000446769,0.0216918,0.176643728,0.017522084,2878.97824,2042.536758,4799.791226,0.2991738,-29.890661
disgust,YAF_which_disgust,-1.92E-05,-0.000545362,0.02470303,0.198726109,0.018822562,3021.839235,2011.209683,4769.219971,0.37892374,-26.857737
disgust,YAF_rain_disgust,-1.93E-05,-0.001260612,0.02489911,0.148019602,0.020290485,2440.144833,1923.166343,3835.626056,0.29145053,-26.29032
disgust,YAF_match_disgust,-1.93E-05,-0.000254087,0.03497585,0.177141174,0.026459454,2943.32339,2121.32674,4827.708549,0.35301524,-27.425608
disgust,YAF_talk_disgust,-2.27E-05,-0.000118467,0.025623571,0.189887651,0.019917887,2981.104332,2052.090069,4869.072086,0.3701687,-29.346653
disgust,YAF_void_disgust,-2.02E-05,-0.000182095,0.027198002,0.167709213,0.021269966,2594.699299,1971.84836,4292.576145,0.33096594,-28.851713
disgust,YAF_tool_disgust,-7.95E-06,-0.000220304,0.025136612,0.188440394,0.021045132,2971.72056,1963.579784,4597.837321,0.35228673,-28.249216
disgust,YAF_sell_disgust,-1.82E-05,-0.001066146,0.026579307,0.247746394,0.022006543,3359.160928,1874.00093,4929.240065,0.36014432,-26.596146
disgust,YAF_juice_disgust,-1.94E-05,-0.000115355,0.03156315,0.262838429,0.02342117,3740.284044,2086.032961,5621.836695,0.3568008,-31.026396
disgust,YAF_join_disgust,-2.17E-05,-0.000177263,0.026965747,0.162264196,0.020940349,2692.689772,1972.282551,4426.386242,0.38654065,-29.207256
disgust,YAF_pool_disgust,-8.84E-06,-0.00040066,0.035243645,0.145707775,0.02918166,2412.700544,1955.660475,3914.121094,0.33126384,-28.28371
disgust,YAF_room_disgust,-4.99E-06,-0.000500832,0.024763184,0.143377976,0.019181248,2385.927579,1974.721743,3894.946289,0.33408126,-28.614414
disgust,YAF_phone_disgust,-2.08E-05,-0.000270522,0.023020135,0.193529813,0.018129861,2800.506606,2055.87561,4609.629044,0.32228583,-30.575724
disgust,YAF_pad_disgust,-1.85E-05,-0.000296025,0.02645919,0.155795984,0.021354526,2688.843033,2102.819949,4614.055433,0.37779513,-26.702856
disgust,YAF_luck_disgust,-2.16E-05,-0.000156444,0.024959618,0.177169235,0.018753486,2847.789922,2064.831508,4832.908122,0.33638635,-30.162544
disgust,YAF_nag_disgust,-2.15E-05,-0.000639896,0.028039925,0.200833834,0.022221163,2952.143892,1965.684761,4452.771935,0.3052855,-29.208193
disgust,YAF_nice_disgust,-1.67E-05,-0.000531146,0.024575338,0.242464049,0.019219726,3371.292492,2015.329806,5117.279971,0.33576408,-28.709171
disgust,YAF_hire_disgust,-2.04E-05,-0.000421355,0.024235627,0.180376838,0.01906801,2679.804866,1904.320831,4320.468319,0.34678316,-29.157993
disgust,YAF_moon_disgust,-1.59E-05,-0.001162817,0.032353275,0.131029601,0.02633171,2302.25647,1988.3652,3674.473194,0.2731874,-29.901922
disgust,YAF_mob_disgust,-2.58E-05,-0.000359812,0.027665867,0.133700284,0.020751823,2304.185268,2020.965431,3953.496094,0.30840126,-28.709805
disgust,YAF_lease_disgust,-1.91E-05,-0.000443125,0.020450423,0.245902507,0.015786307,3562.309261,2118.072572,5531.162109,0.33576912,-30.810675
disgust,YAF_mop_disgust,-1.90E-05,-0.000443537,0.02953638,0.161663187,0.02356515,2505.036516,1889.823804,3797.73307,0.3576196,-27.575628
disgust,YAF_mode_disgust,-1.98E-05,-0.000607257,0.0381633,0.131995656,0.030868936,2260.088232,1891.96256,3521.282446,0.27778995,-29.83372
disgust,YAF_jar_disgust,-1.72E-05,-0.000140077,0.03536248,0.179149943,0.027422568,2774.186473,1964.785104,4279.872285,0.35563797,-29.65885
disgust,YAF_south_disgust,-2.21E-05,-0.000317627,0.02303635,0.274876417,0.01766486,3754.578268,2098.119747,5623.691363,0.38086173,-29.891954
disgust,YAF_rag_disgust,-2.37E-05,-0.000388301,0.029029263,0.165727539,0.023371013,2710.294014,1996.823339,4389.866455,0.34574077,-28.788954
disgust,YAF_live_disgust,-1.81E-05,-0.000550786,0.03238415,0.153826678,0.024803711,2753.454434,2125.059487,4708.494059,0.309682,-28.794508
disgust,YAF_laud_disgust,-1.73E-05,-0.000276121,0.04559682,0.146529586,0.035169214,2532.065454,2005.524319,4127.296956,0.3026532,-28.125523
disgust,YAF_ring_disgust,-1.86E-05,-0.000646008,0.02091736,0.142075622,0.016318202,2445.407158,1998.125331,4092.667485,0.30053404,-28.554014
disgust,YAF_near_disgust,-2.49E-05,-0.00042934,0.02645059,0.142221812,0.021740887,2377.580441,1898.215173,3758.319917,0.28760612,-29.627485
disgust,YAF_king_disgust,-1.23E-05,-0.000127675,0.028930899,0.170717593,0.022011138,2849.373604,2161.203612,4794.726563,0.34396303,-30.225254
disgust,YAF_pick_disgust,-2.29E-05,-0.000145685,0.027287738,0.17680801,0.020541307,2984.864893,2231.54291,5160.723934,0.40218195,-28.836485
disgust,YAF_read_disgust,-2.12E-05,-0.000647855,0.026507957,0.143683938,0.020992016,2505.074917,1945.435573,4010.242417,0.29333675,-28.623503
disgust,YAF_tip_disgust,4.02E-05,-0.000260046,0.030375386,0.184153837,0.023450218,2995.459706,2089.760297,4973.853257,0.4099534,-26.034771
disgust,YAF_met_disgust,-2.09E-05,-0.000337071,0.03138745,0.192640516,0.025172187,3013.315406,2043.099113,4706.400553,0.3149353,-29.964302
disgust,YAF_soap_disgust,-2.13E-05,-0.000268692,0.025212623,0.23362078,0.02028361,3278.473814,1958.08786,4855.833435,0.38589805,-28.822649
disgust,YAF_rough_disgust,-2.26E-05,-9.13E-05,0.023177408,0.197857356,0.016695444,3010.91701,2209.598705,4899.16868,0.36463138,-30.29772
disgust,YAF_limb_disgust,-1.72E-05,-0.000719484,0.04061058,0.142034472,0.0316509,2343.019461,1959.166612,3919.81994,0.3059678,-27.638391
disgust,YAF_jail_disgust,-4.71E-06,-0.000304325,0.04566516,0.165608724,0.035782706,2698.138499,1939.278518,4285.846306,0.30993766,-27.944675
disgust,YAF_said_disgust,-1.87E-05,-0.000403225,0.021301111,0.214667426,0.017770866,3181.169578,2041.018958,4965.696208,0.33968997,-29.756947
disgust,YAF_walk_disgust,-1.74E-05,-0.000194854,0.025038257,0.16809518,0.019592956,2568.135815,1939.068366,4024.690247,0.34918088,-27.506807
disgust,YAF_learn_disgust,-2.05E-05,-0.000519288,0.032497674,0.146272479,0.02508207,2402.423033,1904.624215,3961.296801,0.29751602,-28.93259
disgust,YAF_turn_disgust,-1.61E-05,-0.000272206,0.026527412,0.168984549,0.021404238,2739.882903,1916.948138,4270.111084,0.34250426,-27.453573
disgust,YAF_whip_disgust,-1.72E-05,-0.0004645,0.02431592,0.135693843,0.018288558,2430.820094,2020.228749,3920.535369,0.36555025,-26.6724
disgust,YAF_neat_disgust,-2.37E-05,-0.000212033,0.023657864,0.163717567,0.0181568,2725.842229,2004.882916,4414.800521,0.31049725,-30.68444
disgust,YAF_tough_disgust,-2.04E-05,-8.21E-05,0.028119152,0.231736489,0.021871166,3445.53821,2187.49707,5586.977225,0.39175266,-29.482504
disgust,YAF_kite_disgust,-2.23E-05,-0.000106015,0.03279514,0.22409446,0.02382365,3478.542659,2099.77883,5495.077681,0.38210183,-30.54934
disgust,YAF_numb_disgust,-2.16E-05,-0.001002366,0.020995362,0.146608839,0.017201984,2331.687994,1885.939601,3722.394158,0.32910484,-27.461132
disgust,YAF_wash_disgust,-1.91E-05,-0.00015985,0.027355138,0.190842849,0.020091472,2823.601875,1892.953274,4347.682542,0.3060563,-30.070396
disgust,YAF_love_disgust,-1.07E-05,-0.000273501,0.036614984,0.16700083,0.028901208,2711.460758,1969.110709,4398.680776,0.30338743,-29.866852
disgust,YAF_pain_disgust,-1.08E-05,-0.000365865,0.022812415,0.155578613,0.018180227,2663.776393,2075.771682,4476.599121,0.3687138,-28.248865
disgust,YAF_make_disgust,-2.61E-05,-0.000255381,0.023130111,0.16378163,0.017627833,2720.80507,2082.13861,4437.269039,0.3140005,-30.51947
disgust,YAF_ripe_disgust,-1.97E-05,-0.000203728,0.026995713,0.147332209,0.020195635,2566.281396,2061.628182,4279.038974,0.33957234,-29.277912
disgust,YAF_rush_disgust,-1.99E-05,-0.000279137,0.023905741,0.200047597,0.017985625,2922.372793,1892.849544,4433.035099,0.38403904,-29.493889
disgust,YAF_tire_disgust,-2.32E-05,-0.000215332,0.023956586,0.160747563,0.018745452,2659.904614,1983.865652,4357.115243,0.3702219,-28.701973
disgust,YAF_sure_disgust,-2.32E-05,-0.000451117,0.027184095,0.222788987,0.022335377,3137.55367,1887.106642,4677.199873,0.3543958,-28.891468
disgust,YAF_name_disgust,-2.40E-05,-0.000887525,0.020559907,0.142304322,0.016474156,2489.576121,2024.058565,4204.106354,0.2992135,-29.820044
disgust,YAF_home_disgust,-1.58E-05,-0.000926046,0.04179388,0.155963936,0.0325355,2528.516202,1859.645213,4039.43315,0.35472625,-26.096169
disgust,YAF_thought_disgust,-1.95E-05,-0.000166684,0.019237962,0.219113991,0.014707428,3302.159848,2160.647956,5419.124201,0.40545127,-28.937145
disgust,YAF_tell_disgust,-2.21E-05,-0.000266441,0.025883019,0.172459023,0.021106865,2793.763526,1938.916777,4290.174058,0.36543205,-29.001152
disgust,YAF_week_disgust,-2.36E-05,-0.000565778,0.026996726,0.161951136,0.02013842,2650.733668,2138.665479,4401.546224,0.3392423,-27.187088
disgust,YAF_rose_disgust,-2.15E-05,-0.000361793,0.022728784,0.173718683,0.017703667,2717.600381,1973.486752,4225.612667,0.3104863,-29.606468
disgust,YAF_merge_disgust,-1.81E-05,-0.001028388,0.036546133,0.163933126,0.027859297,2607.230953,1984.373736,4142.19689,0.30635694,-27.340647
disgust,YAF_lose_disgust,-2.49E-05,-0.000497323,0.022676552,0.191478291,0.017810877,3108.706314,2181.716303,5042.476066,0.3142678,-29.691362
disgust,YAF_keep_disgust,-1.85E-05,-0.00015067,0.026746314,0.182981179,0.019681716,3075.882149,2224.725222,5127.740811,0.3716389,-28.98273
disgust,YAF_wife_disgust,-2.23E-05,-0.000179343,0.023144852,0.19841477,0.016944055,2997.921154,2098.52188,4720.690708,0.35474747,-30.57397
